timestamp,node_id,day_ahead_price,intraday_price
2020-05-01 07:00:00,AP-HUB,3.1506,3.1406
2020-05-01 07:00:00,AP-01,3.0439,3.0505
2020-05-01 07:00:00,AP-02,3.065,3.0753
2020-05-01 07:00:00,AP-03,3.1276,3.1469
2020-05-01 07:00:00,AP-04,3.1616,3.155
2020-05-01 07:00:00,AP-05,3.2178,3.1885
2020-05-01 08:00:00,AP-HUB,3.1128,3.1181
2020-05-01 08:00:00,AP-01,2.9879,2.9832
2020-05-01 08:00:00,AP-02,3.0095,3.0011
2020-05-01 08:00:00,AP-03,3.081,3.0649
2020-05-01 08:00:00,AP-04,3.1346,3.1427
2020-05-01 08:00:00,AP-05,3.2256,3.2291
2020-05-01 09:00:00,AP-HUB,3.0284,3.0269
2020-05-01 09:00:00,AP-01,2.865,2.8645
2020-05-01 09:00:00,AP-02,2.9546,3.0039
2020-05-01 09:00:00,AP-03,2.9996,3.0056
2020-05-01 09:00:00,AP-04,3.0527,3.0293
2020-05-01 09:00:00,AP-05,3.1263,3.1413
2020-05-01 10:00:00,AP-HUB,3.1127,3.0945
2020-05-01 10:00:00,AP-01,3.0157,2.9877
2020-05-01 10:00:00,AP-02,3.0494,3.0932
2020-05-01 10:00:00,AP-03,3.0679,3.0566
2020-05-01 10:00:00,AP-04,3.1397,3.1296
2020-05-01 10:00:00,AP-05,3.1567,3.158
2020-05-01 11:00:00,AP-HUB,2.7796,2.7891
2020-05-01 11:00:00,AP-01,2.6362,2.6672
2020-05-01 11:00:00,AP-02,2.689,2.6825
2020-05-01 11:00:00,AP-03,2.7709,2.7463
2020-05-01 11:00:00,AP-04,2.8092,2.8353
2020-05-01 11:00:00,AP-05,2.8225,2.8262
2020-05-01 12:00:00,AP-HUB,2.768,2.7837
2020-05-01 12:00:00,AP-01,2.6183,2.5919
2020-05-01 12:00:00,AP-02,2.7035,2.7094
2020-05-01 12:00:00,AP-03,2.748,2.755
2020-05-01 12:00:00,AP-04,2.7794,2.7841
2020-05-01 12:00:00,AP-05,2.8489,2.8346
2020-05-01 13:00:00,AP-HUB,2.5271,2.5366
2020-05-01 13:00:00,AP-01,2.3783,2.3915
2020-05-01 13:00:00,AP-02,2.4327,2.4484
2020-05-01 13:00:00,AP-03,2.5253,2.5089
2020-05-01 13:00:00,AP-04,2.5714,2.5797
2020-05-01 13:00:00,AP-05,2.6186,2.6565
2020-05-01 14:00:00,AP-HUB,2.4492,2.4341
2020-05-01 14:00:00,AP-01,2.3064,2.2901
2020-05-01 14:00:00,AP-02,2.3726,2.3794
2020-05-01 14:00:00,AP-03,2.4297,2.4462
2020-05-01 14:00:00,AP-04,2.4744,2.5035
2020-05-01 14:00:00,AP-05,2.5189,2.5733
2020-05-01 15:00:00,AP-HUB,2.2245,2.2074
2020-05-01 15:00:00,AP-01,2.0781,2.0877
2020-05-01 15:00:00,AP-02,2.145,2.1593
2020-05-01 15:00:00,AP-03,2.209,2.2075
2020-05-01 15:00:00,AP-04,2.2326,2.2023
2020-05-01 15:00:00,AP-05,2.2906,2.3077
2020-05-01 16:00:00,AP-HUB,2.0774,2.0524
2020-05-01 16:00:00,AP-01,1.9558,1.9635
2020-05-01 16:00:00,AP-02,1.9847,1.9878
2020-05-01 16:00:00,AP-03,2.0535,2.0307
2020-05-01 16:00:00,AP-04,2.1095,2.1207
2020-05-01 16:00:00,AP-05,2.174,2.1951
2020-05-01 17:00:00,AP-HUB,2.0057,1.9869
2020-05-01 17:00:00,AP-01,1.891,1.9013
2020-05-01 17:00:00,AP-02,1.941,2.018
2020-05-01 17:00:00,AP-03,1.9921,2.0148
2020-05-01 17:00:00,AP-04,2.0498,2.0628
2020-05-01 17:00:00,AP-05,2.0744,2.0896
2020-05-01 18:00:00,AP-HUB,2.0649,2.0602
2020-05-01 18:00:00,AP-01,1.9302,1.9319
2020-05-01 18:00:00,AP-02,2.0362,1.9989
2020-05-01 18:00:00,AP-03,2.0537,2.0214
2020-05-01 18:00:00,AP-04,2.0805,2.1023
2020-05-01 18:00:00,AP-05,2.1412,2.1197
2020-05-01 19:00:00,AP-HUB,2.1393,2.1529
2020-05-01 19:00:00,AP-01,1.9997,2.004
2020-05-01 19:00:00,AP-02,2.0652,2.0522
2020-05-01 19:00:00,AP-03,2.1572,2.1698
2020-05-01 19:00:00,AP-04,2.1238,2.1275
2020-05-01 19:00:00,AP-05,2.2011,2.2181
2020-05-01 20:00:00,AP-HUB,2.1016,2.0993
2020-05-01 20:00:00,AP-01,1.9867,2.004
2020-05-01 20:00:00,AP-02,2.0026,1.9959
2020-05-01 20:00:00,AP-03,2.0671,2.054
2020-05-01 20:00:00,AP-04,2.1619,2.17
2020-05-01 20:00:00,AP-05,2.1514,2.1697
2020-05-01 21:00:00,AP-HUB,2.3628,2.3835
2020-05-01 21:00:00,AP-01,2.2074,2.1978
2020-05-01 21:00:00,AP-02,2.3132,2.299
2020-05-01 21:00:00,AP-03,2.3467,2.3622
2020-05-01 21:00:00,AP-04,2.3693,2.3681
2020-05-01 21:00:00,AP-05,2.373,2.3525
2020-05-01 22:00:00,AP-HUB,2.3446,2.3196
2020-05-01 22:00:00,AP-01,2.2522,2.2236
2020-05-01 22:00:00,AP-02,2.2608,2.2634
2020-05-01 22:00:00,AP-03,2.3484,2.3197
2020-05-01 22:00:00,AP-04,2.3928,2.393
2020-05-01 22:00:00,AP-05,2.3999,2.4092
2020-05-01 23:00:00,AP-HUB,2.4723,2.4603
2020-05-01 23:00:00,AP-01,2.3487,2.341
2020-05-01 23:00:00,AP-02,2.3995,2.4128
2020-05-01 23:00:00,AP-03,2.479,2.4542
2020-05-01 23:00:00,AP-04,2.5399,2.5009
2020-05-01 23:00:00,AP-05,2.5442,2.556
2020-05-02 00:00:00,AP-HUB,2.6313,2.6188
2020-05-02 00:00:00,AP-01,2.5021,2.4923
2020-05-02 00:00:00,AP-02,2.5445,2.5615
2020-05-02 00:00:00,AP-03,2.6134,2.5996
2020-05-02 00:00:00,AP-04,2.6743,2.6804
2020-05-02 00:00:00,AP-05,2.7226,2.7352
2020-05-02 01:00:00,AP-HUB,2.7358,2.7246
2020-05-02 01:00:00,AP-01,2.6257,2.638
2020-05-02 01:00:00,AP-02,2.6604,2.6627
2020-05-02 01:00:00,AP-03,2.7364,2.7245
2020-05-02 01:00:00,AP-04,2.7717,2.7677
2020-05-02 01:00:00,AP-05,2.8064,2.8284
2020-05-02 02:00:00,AP-HUB,3.1225,3.1388
2020-05-02 02:00:00,AP-01,3.0236,3.0241
2020-05-02 02:00:00,AP-02,3.0612,3.055
2020-05-02 02:00:00,AP-03,3.104,3.1014
2020-05-02 02:00:00,AP-04,3.1495,3.1614
2020-05-02 02:00:00,AP-05,3.1812,3.223
2020-05-02 03:00:00,AP-HUB,3.0504,3.0261
2020-05-02 03:00:00,AP-01,2.9486,2.9644
2020-05-02 03:00:00,AP-02,2.9879,3.0004
2020-05-02 03:00:00,AP-03,3.0251,3.0072
2020-05-02 03:00:00,AP-04,3.0769,3.0634
2020-05-02 03:00:00,AP-05,3.1449,3.142
2020-05-02 04:00:00,AP-HUB,3.2057,3.1993
2020-05-02 04:00:00,AP-01,3.089,3.0777
2020-05-02 04:00:00,AP-02,3.1142,3.1191
2020-05-02 04:00:00,AP-03,3.1856,3.1755
2020-05-02 04:00:00,AP-04,3.2213,3.2259
2020-05-02 04:00:00,AP-05,3.2517,3.2236
2020-05-02 05:00:00,AP-HUB,3.1734,3.1692
2020-05-02 05:00:00,AP-01,3.0547,3.0842
2020-05-02 05:00:00,AP-02,3.1156,3.1124
2020-05-02 05:00:00,AP-03,3.1481,3.128
2020-05-02 05:00:00,AP-04,3.1981,3.1923
2020-05-02 05:00:00,AP-05,3.2549,3.2384
2020-05-02 06:00:00,AP-HUB,3.3277,3.3583
2020-05-02 06:00:00,AP-01,3.2005,3.2085
2020-05-02 06:00:00,AP-02,3.2665,3.2584
2020-05-02 06:00:00,AP-03,3.3071,3.3074
2020-05-02 06:00:00,AP-04,3.3546,3.3392
2020-05-02 06:00:00,AP-05,3.4032,3.4131
2020-05-02 07:00:00,AP-HUB,3.5602,3.5794
2020-05-02 07:00:00,AP-01,3.4783,3.463
2020-05-02 07:00:00,AP-02,3.5027,3.5063
2020-05-02 07:00:00,AP-03,3.579,3.5629
2020-05-02 07:00:00,AP-04,3.5684,3.5565
2020-05-02 07:00:00,AP-05,3.5928,3.5822
2020-05-02 08:00:00,AP-HUB,3.1303,3.1333
2020-05-02 08:00:00,AP-01,3.0121,3.0496
2020-05-02 08:00:00,AP-02,3.0743,3.0627
2020-05-02 08:00:00,AP-03,3.0873,3.0971
2020-05-02 08:00:00,AP-04,3.1289,3.1655
2020-05-02 08:00:00,AP-05,3.2288,3.2195
2020-05-02 09:00:00,AP-HUB,2.7842,2.8113
2020-05-02 09:00:00,AP-01,2.6569,2.6817
2020-05-02 09:00:00,AP-02,2.6773,2.6653
2020-05-02 09:00:00,AP-03,2.7593,2.7602
2020-05-02 09:00:00,AP-04,2.8002,2.8126
2020-05-02 09:00:00,AP-05,2.8378,2.835
2020-05-02 10:00:00,AP-HUB,3.0561,3.0664
2020-05-02 10:00:00,AP-01,2.9453,2.9229
2020-05-02 10:00:00,AP-02,2.9504,2.976
2020-05-02 10:00:00,AP-03,3.0378,3.0228
2020-05-02 10:00:00,AP-04,3.1121,3.1144
2020-05-02 10:00:00,AP-05,3.1547,3.156
2020-05-02 11:00:00,AP-HUB,2.8313,2.8664
2020-05-02 11:00:00,AP-01,2.7013,2.7207
2020-05-02 11:00:00,AP-02,2.7692,2.7965
2020-05-02 11:00:00,AP-03,2.787,2.8007
2020-05-02 11:00:00,AP-04,2.8774,2.8422
2020-05-02 11:00:00,AP-05,2.8826,2.8418
2020-05-02 12:00:00,AP-HUB,2.5219,2.5363
2020-05-02 12:00:00,AP-01,2.427,2.4285
2020-05-02 12:00:00,AP-02,2.4795,2.4519
2020-05-02 12:00:00,AP-03,2.4629,2.4618
2020-05-02 12:00:00,AP-04,2.5546,2.554
2020-05-02 12:00:00,AP-05,2.5556,2.5538
2020-05-02 13:00:00,AP-HUB,2.4882,2.5016
2020-05-02 13:00:00,AP-01,2.3705,2.3517
2020-05-02 13:00:00,AP-02,2.4029,2.3817
2020-05-02 13:00:00,AP-03,2.4619,2.4811
2020-05-02 13:00:00,AP-04,2.4935,2.5036
2020-05-02 13:00:00,AP-05,2.5526,2.5367
2020-05-02 14:00:00,AP-HUB,2.2123,2.1916
2020-05-02 14:00:00,AP-01,2.0762,2.0523
2020-05-02 14:00:00,AP-02,2.1766,2.1773
2020-05-02 14:00:00,AP-03,2.1733,2.1776
2020-05-02 14:00:00,AP-04,2.235,2.2306
2020-05-02 14:00:00,AP-05,2.2996,2.3147
2020-05-02 15:00:00,AP-HUB,2.1449,2.1334
2020-05-02 15:00:00,AP-01,2.0144,1.9684
2020-05-02 15:00:00,AP-02,2.0396,2.0669
2020-05-02 15:00:00,AP-03,2.1528,2.1478
2020-05-02 15:00:00,AP-04,2.1814,2.1877
2020-05-02 15:00:00,AP-05,2.2815,2.3039
2020-05-02 16:00:00,AP-HUB,2.0912,2.0721
2020-05-02 16:00:00,AP-01,1.9341,1.9381
2020-05-02 16:00:00,AP-02,2.0011,1.9726
2020-05-02 16:00:00,AP-03,2.0533,2.0316
2020-05-02 16:00:00,AP-04,2.15,2.1676
2020-05-02 16:00:00,AP-05,2.166,2.1956
2020-05-02 17:00:00,AP-HUB,2.1281,2.1109
2020-05-02 17:00:00,AP-01,2.0336,2.0444
2020-05-02 17:00:00,AP-02,2.0324,2.0286
2020-05-02 17:00:00,AP-03,2.0856,2.058
2020-05-02 17:00:00,AP-04,2.1717,2.2099
2020-05-02 17:00:00,AP-05,2.1752,2.1864
2020-05-02 18:00:00,AP-HUB,2.101,2.0913
2020-05-02 18:00:00,AP-01,1.9642,1.9469
2020-05-02 18:00:00,AP-02,2.027,2.0104
2020-05-02 18:00:00,AP-03,2.0814,2.0804
2020-05-02 18:00:00,AP-04,2.1212,2.1031
2020-05-02 18:00:00,AP-05,2.1645,2.1796
2020-05-02 19:00:00,AP-HUB,2.0605,2.0409
2020-05-02 19:00:00,AP-01,1.9375,1.9525
2020-05-02 19:00:00,AP-02,1.9521,1.963
2020-05-02 19:00:00,AP-03,2.0222,2.0336
2020-05-02 19:00:00,AP-04,2.0702,2.0341
2020-05-02 19:00:00,AP-05,2.1029,2.1039
2020-05-02 20:00:00,AP-HUB,2.2204,2.2023
2020-05-02 20:00:00,AP-01,2.1082,2.075
2020-05-02 20:00:00,AP-02,2.1441,2.1199
2020-05-02 20:00:00,AP-03,2.1824,2.1833
2020-05-02 20:00:00,AP-04,2.2282,2.2205
2020-05-02 20:00:00,AP-05,2.3156,2.304
2020-05-02 21:00:00,AP-HUB,2.2289,2.2063
2020-05-02 21:00:00,AP-01,2.1145,2.1434
2020-05-02 21:00:00,AP-02,2.1045,2.0886
2020-05-02 21:00:00,AP-03,2.2155,2.2114
2020-05-02 21:00:00,AP-04,2.2614,2.2493
2020-05-02 21:00:00,AP-05,2.3057,2.3026
2020-05-02 22:00:00,AP-HUB,2.3473,2.3524
2020-05-02 22:00:00,AP-01,2.2291,2.2208
2020-05-02 22:00:00,AP-02,2.2626,2.2539
2020-05-02 22:00:00,AP-03,2.3302,2.3218
2020-05-02 22:00:00,AP-04,2.3781,2.4196
2020-05-02 22:00:00,AP-05,2.4397,2.4332
2020-05-02 23:00:00,AP-HUB,2.625,2.6168
2020-05-02 23:00:00,AP-01,2.4592,2.4391
2020-05-02 23:00:00,AP-02,2.5126,2.5056
2020-05-02 23:00:00,AP-03,2.6004,2.6339
2020-05-02 23:00:00,AP-04,2.6565,2.6522
2020-05-02 23:00:00,AP-05,2.7166,2.6724
2020-05-03 00:00:00,AP-HUB,2.6809,2.6963
2020-05-03 00:00:00,AP-01,2.5263,2.5492
2020-05-03 00:00:00,AP-02,2.6126,2.6043
2020-05-03 00:00:00,AP-03,2.6685,2.7139
2020-05-03 00:00:00,AP-04,2.7095,2.7145
2020-05-03 00:00:00,AP-05,2.7467,2.7297
2020-05-03 01:00:00,AP-HUB,2.7251,2.708
2020-05-03 01:00:00,AP-01,2.6015,2.592
2020-05-03 01:00:00,AP-02,2.6597,2.6663
2020-05-03 01:00:00,AP-03,2.7208,2.7106
2020-05-03 01:00:00,AP-04,2.7447,2.7251
2020-05-03 01:00:00,AP-05,2.7912,2.7988
2020-05-03 02:00:00,AP-HUB,2.9903,2.9719
2020-05-03 02:00:00,AP-01,2.8827,2.9099
2020-05-03 02:00:00,AP-02,2.9236,2.9612
2020-05-03 02:00:00,AP-03,2.9499,2.925
2020-05-03 02:00:00,AP-04,2.9798,3.0097
2020-05-03 02:00:00,AP-05,3.0784,3.0773
2020-05-03 03:00:00,AP-HUB,3.0898,3.0673
2020-05-03 03:00:00,AP-01,3.0137,3.0163
2020-05-03 03:00:00,AP-02,3.017,3.0315
2020-05-03 03:00:00,AP-03,3.0745,3.0789
2020-05-03 03:00:00,AP-04,3.099,3.1085
2020-05-03 03:00:00,AP-05,3.2025,3.2294
2020-05-03 04:00:00,AP-HUB,3.3678,3.3576
2020-05-03 04:00:00,AP-01,3.223,3.2205
2020-05-03 04:00:00,AP-02,3.2939,3.3158
2020-05-03 04:00:00,AP-03,3.309,3.3396
2020-05-03 04:00:00,AP-04,3.3897,3.3811
2020-05-03 04:00:00,AP-05,3.4226,3.3895
2020-05-03 05:00:00,AP-HUB,3.1218,3.1233
2020-05-03 05:00:00,AP-01,2.971,2.9451
2020-05-03 05:00:00,AP-02,3.0401,3.0735
2020-05-03 05:00:00,AP-03,3.0916,3.0616
2020-05-03 05:00:00,AP-04,3.1419,3.1364
2020-05-03 05:00:00,AP-05,3.1429,3.1418
2020-05-03 06:00:00,AP-HUB,2.882,2.8959
2020-05-03 06:00:00,AP-01,2.7939,2.8165
2020-05-03 06:00:00,AP-02,2.8016,2.7795
2020-05-03 06:00:00,AP-03,2.9084,2.9096
2020-05-03 06:00:00,AP-04,2.9072,2.9068
2020-05-03 06:00:00,AP-05,2.9609,2.958
2020-05-03 07:00:00,AP-HUB,3.2874,3.2764
2020-05-03 07:00:00,AP-01,3.1617,3.1508
2020-05-03 07:00:00,AP-02,3.1981,3.2002
2020-05-03 07:00:00,AP-03,3.2573,3.2874
2020-05-03 07:00:00,AP-04,3.2594,3.2812
2020-05-03 07:00:00,AP-05,3.3873,3.3458
2020-05-03 08:00:00,AP-HUB,3.127,3.1196
2020-05-03 08:00:00,AP-01,2.9738,2.9583
2020-05-03 08:00:00,AP-02,3.0298,3.0648
2020-05-03 08:00:00,AP-03,3.1207,3.1461
2020-05-03 08:00:00,AP-04,3.1664,3.1438
2020-05-03 08:00:00,AP-05,3.1915,3.2013
2020-05-03 09:00:00,AP-HUB,3.1129,3.1272
2020-05-03 09:00:00,AP-01,2.9831,2.9756
2020-05-03 09:00:00,AP-02,3.0522,3.061
2020-05-03 09:00:00,AP-03,3.0807,3.1039
2020-05-03 09:00:00,AP-04,3.1163,3.1286
2020-05-03 09:00:00,AP-05,3.1998,3.1936
2020-05-03 10:00:00,AP-HUB,3.0862,3.0612
2020-05-03 10:00:00,AP-01,2.9797,2.976
2020-05-03 10:00:00,AP-02,3.0008,3.0218
2020-05-03 10:00:00,AP-03,3.0471,3.019
2020-05-03 10:00:00,AP-04,3.0801,3.0922
2020-05-03 10:00:00,AP-05,3.1356,3.1707
2020-05-03 11:00:00,AP-HUB,2.8664,2.9003
2020-05-03 11:00:00,AP-01,2.7456,2.7437
2020-05-03 11:00:00,AP-02,2.7805,2.7885
2020-05-03 11:00:00,AP-03,2.8406,2.8627
2020-05-03 11:00:00,AP-04,2.8937,2.8967
2020-05-03 11:00:00,AP-05,2.9341,2.933
2020-05-03 12:00:00,AP-HUB,2.6546,2.6204
2020-05-03 12:00:00,AP-01,2.5027,2.5175
2020-05-03 12:00:00,AP-02,2.583,2.5794
2020-05-03 12:00:00,AP-03,2.63,2.6369
2020-05-03 12:00:00,AP-04,2.6688,2.6533
2020-05-03 12:00:00,AP-05,2.7335,2.714
2020-05-03 13:00:00,AP-HUB,2.6355,2.6014
2020-05-03 13:00:00,AP-01,2.531,2.5405
2020-05-03 13:00:00,AP-02,2.5656,2.5852
2020-05-03 13:00:00,AP-03,2.6438,2.6641
2020-05-03 13:00:00,AP-04,2.6236,2.5981
2020-05-03 13:00:00,AP-05,2.698,2.6985
2020-05-03 14:00:00,AP-HUB,2.4572,2.4427
2020-05-03 14:00:00,AP-01,2.3359,2.3208
2020-05-03 14:00:00,AP-02,2.3699,2.3418
2020-05-03 14:00:00,AP-03,2.4137,2.3867
2020-05-03 14:00:00,AP-04,2.4627,2.4837
2020-05-03 14:00:00,AP-05,2.5132,2.5658
2020-05-03 15:00:00,AP-HUB,2.2781,2.2818
2020-05-03 15:00:00,AP-01,2.136,2.15
2020-05-03 15:00:00,AP-02,2.1916,2.1941
2020-05-03 15:00:00,AP-03,2.3043,2.3024
2020-05-03 15:00:00,AP-04,2.3261,2.312
2020-05-03 15:00:00,AP-05,2.3524,2.3878
2020-05-03 16:00:00,AP-HUB,2.1026,2.1389
2020-05-03 16:00:00,AP-01,1.9918,1.9805
2020-05-03 16:00:00,AP-02,2.0403,2.0597
2020-05-03 16:00:00,AP-03,2.0901,2.0587
2020-05-03 16:00:00,AP-04,2.1131,2.1081
2020-05-03 16:00:00,AP-05,2.1762,2.1886
2020-05-03 17:00:00,AP-HUB,2.1903,2.1636
2020-05-03 17:00:00,AP-01,2.0729,2.0851
2020-05-03 17:00:00,AP-02,2.1265,2.1481
2020-05-03 17:00:00,AP-03,2.1819,2.1911
2020-05-03 17:00:00,AP-04,2.2139,2.1806
2020-05-03 17:00:00,AP-05,2.2739,2.278
2020-05-03 18:00:00,AP-HUB,2.0095,1.984
2020-05-03 18:00:00,AP-01,1.8629,1.884
2020-05-03 18:00:00,AP-02,1.9337,1.9474
2020-05-03 18:00:00,AP-03,1.9851,1.9857
2020-05-03 18:00:00,AP-04,2.0533,2.043
2020-05-03 18:00:00,AP-05,2.0865,2.0772
2020-05-03 19:00:00,AP-HUB,2.0542,2.048
2020-05-03 19:00:00,AP-01,1.9337,1.9241
2020-05-03 19:00:00,AP-02,2.0043,1.9864
2020-05-03 19:00:00,AP-03,2.0255,2.0167
2020-05-03 19:00:00,AP-04,2.1082,2.1121
2020-05-03 19:00:00,AP-05,2.1498,2.1201
2020-05-03 20:00:00,AP-HUB,2.0447,2.0625
2020-05-03 20:00:00,AP-01,1.9213,1.9426
2020-05-03 20:00:00,AP-02,1.9593,1.9875
2020-05-03 20:00:00,AP-03,2.0657,2.0584
2020-05-03 20:00:00,AP-04,2.0608,2.0898
2020-05-03 20:00:00,AP-05,2.1513,2.1408
2020-05-03 21:00:00,AP-HUB,2.2607,2.2551
2020-05-03 21:00:00,AP-01,2.1088,2.0904
2020-05-03 21:00:00,AP-02,2.1656,2.1503
2020-05-03 21:00:00,AP-03,2.235,2.2397
2020-05-03 21:00:00,AP-04,2.3167,2.2967
2020-05-03 21:00:00,AP-05,2.3554,2.3511
2020-05-03 22:00:00,AP-HUB,2.2871,2.3006
2020-05-03 22:00:00,AP-01,2.1397,2.1473
2020-05-03 22:00:00,AP-02,2.2155,2.2253
2020-05-03 22:00:00,AP-03,2.2679,2.317
2020-05-03 22:00:00,AP-04,2.2994,2.2888
2020-05-03 22:00:00,AP-05,2.3497,2.3386
2020-05-03 23:00:00,AP-HUB,2.3692,2.393
2020-05-03 23:00:00,AP-01,2.2726,2.2612
2020-05-03 23:00:00,AP-02,2.2776,2.287
2020-05-03 23:00:00,AP-03,2.3332,2.3458
2020-05-03 23:00:00,AP-04,2.3983,2.3679
2020-05-03 23:00:00,AP-05,2.4751,2.5111
2020-05-04 00:00:00,AP-HUB,2.6157,2.608
2020-05-04 00:00:00,AP-01,2.4965,2.5031
2020-05-04 00:00:00,AP-02,2.5539,2.5941
2020-05-04 00:00:00,AP-03,2.5872,2.5712
2020-05-04 00:00:00,AP-04,2.6131,2.5985
2020-05-04 00:00:00,AP-05,2.6901,2.726
2020-05-04 01:00:00,AP-HUB,2.7491,2.7536
2020-05-04 01:00:00,AP-01,2.6238,2.6476
2020-05-04 01:00:00,AP-02,2.7247,2.714
2020-05-04 01:00:00,AP-03,2.7143,2.7352
2020-05-04 01:00:00,AP-04,2.7878,2.8247
2020-05-04 01:00:00,AP-05,2.8358,2.8286
2020-05-04 02:00:00,AP-HUB,2.9372,2.9594
2020-05-04 02:00:00,AP-01,2.8286,2.8387
2020-05-04 02:00:00,AP-02,2.8835,2.9069
2020-05-04 02:00:00,AP-03,2.9398,2.9528
2020-05-04 02:00:00,AP-04,2.9588,2.9618
2020-05-04 02:00:00,AP-05,3.0363,3.02
2020-05-04 03:00:00,AP-HUB,2.8825,2.8747
2020-05-04 03:00:00,AP-01,2.7581,2.7837
2020-05-04 03:00:00,AP-02,2.8114,2.8123
2020-05-04 03:00:00,AP-03,2.8303,2.8453
2020-05-04 03:00:00,AP-04,2.9204,2.9637
2020-05-04 03:00:00,AP-05,2.9514,2.9558
2020-05-04 04:00:00,AP-HUB,3.3561,3.3876
2020-05-04 04:00:00,AP-01,3.2292,3.2347
2020-05-04 04:00:00,AP-02,3.2932,3.297
2020-05-04 04:00:00,AP-03,3.3221,3.326
2020-05-04 04:00:00,AP-04,3.4025,3.382
2020-05-04 04:00:00,AP-05,3.4337,3.4197
2020-05-04 05:00:00,AP-HUB,3.3028,3.2723
2020-05-04 05:00:00,AP-01,3.1666,3.1741
2020-05-04 05:00:00,AP-02,3.2591,3.2578
2020-05-04 05:00:00,AP-03,3.2667,3.3043
2020-05-04 05:00:00,AP-04,3.2988,3.2548
2020-05-04 05:00:00,AP-05,3.3866,3.3765
2020-05-04 06:00:00,AP-HUB,3.2838,3.2979
2020-05-04 06:00:00,AP-01,3.1636,3.1523
2020-05-04 06:00:00,AP-02,3.1831,3.2006
2020-05-04 06:00:00,AP-03,3.2718,3.2698
2020-05-04 06:00:00,AP-04,3.3457,3.3243
2020-05-04 06:00:00,AP-05,3.3282,3.3144
2020-05-04 07:00:00,AP-HUB,3.2833,3.2882
2020-05-04 07:00:00,AP-01,3.1535,3.1605
2020-05-04 07:00:00,AP-02,3.1833,3.2121
2020-05-04 07:00:00,AP-03,3.2566,3.279
2020-05-04 07:00:00,AP-04,3.3151,3.3243
2020-05-04 07:00:00,AP-05,3.3697,3.3786
2020-05-04 08:00:00,AP-HUB,3.2585,3.2851
2020-05-04 08:00:00,AP-01,3.1375,3.1516
2020-05-04 08:00:00,AP-02,3.1817,3.2105
2020-05-04 08:00:00,AP-03,3.22,3.256
2020-05-04 08:00:00,AP-04,3.2827,3.2541
2020-05-04 08:00:00,AP-05,3.3361,3.3225
2020-05-04 09:00:00,AP-HUB,3.2223,3.2092
2020-05-04 09:00:00,AP-01,3.0884,3.0506
2020-05-04 09:00:00,AP-02,3.1383,3.0898
2020-05-04 09:00:00,AP-03,3.1656,3.1808
2020-05-04 09:00:00,AP-04,3.263,3.2715
2020-05-04 09:00:00,AP-05,3.278,3.277
2020-05-04 10:00:00,AP-HUB,2.96,2.9368
2020-05-04 10:00:00,AP-01,2.865,2.8826
2020-05-04 10:00:00,AP-02,2.8805,2.8811
2020-05-04 10:00:00,AP-03,2.9391,2.8983
